country,code,region,year,gdp_per_capita,hdi,life_expectancy,literacy_rate,internet_usage_pct,co2_per_capita,fertility_rate,infant_mortality,education_spending_pct,health_spending_pct,gini_index,political_stability,urbanization_rate,unemployment_rate,renewable_energy_pct,access_to_water_pct,maternal_mortality,population
USA,USA,Americas,2020,77183.8,0.9416,84.76,99.9,80.78,21.311,1.519,8.72,7.492,13.094,43.26,2.5891,92.44,7.83,34.94,99.9,12.7,26630956
USA,USA,Americas,2021,78979.8,0.9536,84.81,99.9,80.66,18.708,1.448,7.02,8.158,12.337,37.56,2.3132,92.25,8.1,29.88,99.9,17.2,26790358
USA,USA,Americas,2022,79705.0,0.9506,84.82,99.9,89.98,22.762,1.471,3.98,8.255,13.321,38.32,1.9701,92.98,7.32,31.48,99.9,18.5,26962510
USA,USA,Americas,2023,81011.3,0.9577,85.3,99.9,91.79,25.664,1.308,4.83,8.111,12.885,39.89,1.8947,93.52,5.58,26.9,99.9,7.8,27062518
Yemen,YEM,Asia,2010,496.2,0.3867,69.07,82.46,25.59,0.295,5.003,77.71,4.883,6.419,52.19,0.1434,44.92,13.89,43.21,60.17,650.0,247845346
Yemen,YEM,Asia,2011,491.0,0.3937,69.1,82.0,27.33,0.324,5.066,72.92,5.263,6.599,49.46,-0.7896,44.12,12.35,41.61,61.04,654.4,254553296
Yemen,YEM,Asia,2012,509.4,0.3918,68.81,84.17,30.25,0.297,4.976,74.0,4.188,6.685,55.51,-0.6717,46.08,14.87,44.62,59.73,640.9,261550457
Yemen,YEM,Asia,2013,510.4,0.3973,69.3,84.06,30.26,0.308,4.893,73.69,4.799,6.231,53.6,-0.2286,47.28,12.34,45.24,61.3,642.1,269078007
Yemen,YEM,Asia,2014,510.9,0.3968,69.27,83.62,36.29,0.31,4.886,72.59,4.77,6.244,51.51,-0.5888,47.16,13.1,48.22,63.46,624.8,276848665
Yemen,YEM,Asia,2015,512.9,0.4023,69.51,86.19,31.95,0.379,4.682,73.1,4.326,6.601,49.4,0.1378,48.27,12.83,48.5,63.69,623.2,285355957
Yemen,YEM,Asia,2016,514.6,0.4006,69.31,84.75,37.88,0.326,4.805,73.69,5.333,6.843,54.77,-0.3178,47.67,11.93,51.61,65.99,622.7,292015230
Yemen,YEM,Asia,2017,518.4,0.411,69.77,86.37,39.88,0.328,4.76,70.14,4.701,5.945,51.81,-0.3504,49.43,11.43,48.38,64.71,598.8,300752253
Yemen,YEM,Asia,2018,521.1,0.4123,69.42,85.7,41.33,0.36,4.772,70.03,4.603,6.995,52.17,-0.1077,51.43,13.92,51.81,67.49,601.9,310101581
Yemen,YEM,Asia,2019,519.2,0.4176,69.77,88.2,43.96,0.39,4.769,67.61,5.229,7.255,49.53,-0.0616,48.82,15.62,47.26,65.65,584.5,318552649
Yemen,YEM,Asia,2020,471.6,0.4133,69.86,87.9,44.6,0.338,4.586,69.26,5.11,6.599,54.89,0.1197,50.78,12.17,53.56,66.51,580.2,327673303
Yemen,YEM,Asia,2021,467.0,0.4164,69.43,88.22,51.68,0.351,4.624,66.42,5.041,7.265,49.39,-0.3084,52.26,12.11,48.34,66.71,598.1,336705302
Yemen,YEM,Asia,2022,473.0,0.4236,70.34,88.3,56.97,0.376,4.34,64.76,5.001,6.751,49.19,-0.1515,52.28,13.46,53.6,66.31,563.0,346499850
Yemen,YEM,Asia,2023,481.5,0.4183,70.03,89.23,50.58,0.421,4.521,65.76,4.911,7.1,52.66,0.2488,50.27,13.42,54.71,68.23,560.9,356731156
Palestine,PSE,Asia,2010,2860.3,0.474,71.76,85.71,27.51,1.092,4.473,64.82,4.855,7.71,51.15,-0.0772,51.79,11.77,43.33,65.98,558.4,229081847
Palestine,PSE,Asia,2011,2866.7,0.4874,72.36,87.16,30.54,1.123,4.37,64.5,5.756,6.673,50.81,0.011,53.55,12.58,39.91,68.18,546.5,235652741
Palestine,PSE,Asia,2012,2868.0,0.4848,72.66,87.37,30.27,1.044,4.302,64.99,5.588,7.479,42.84,-0.1571,53.48,12.6,42.24,66.15,544.4,242134734
Palestine,PSE,Asia,2013,2899.8,0.4829,71.86,87.52,36.68,1.237,4.465,62.93,5.268,7.849,50.89,-0.0727,52.69,12.77,44.72,67.75,544.6,248728133
Palestine,PSE,Asia,2014,2894.1,0.488,72.62,87.61,41.64,1.198,4.18,60.62,5.355,8.19,51.92,0.1427,53.32,11.64,43.3,70.09,536.1,255694440
Palestine,PSE,Asia,2015,2918.5,0.4912,72.73,87.24,41.31,1.193,4.125,61.42,5.091,7.282,47.43,0.4591,54.46,13.0,39.74,68.66,520.8,262813134
Palestine,PSE,Asia,2016,2913.6,0.4914,72.53,88.71,44.22,1.141,4.308,62.05,5.49,7.505,48.64,-0.2427,54.99,12.85,48.84,71.38,512.2,270314687
Palestine,PSE,Asia,2017,2928.6,0.4955,72.76,89.0,45.12,0.976,4.092,61.05,5.24,6.961,47.71,0.2803,54.33,13.3,43.13,70.03,505.6,278232475
Palestine,PSE,Asia,2018,2900.6,0.5039,72.18,90.51,49.7,1.021,4.127,60.0,5.149,7.626,55.0,0.2587,56.11,11.38,46.36,72.29,481.7,285493351
Palestine,PSE,Asia,2019,2977.6,0.504,72.65,90.14,50.87,1.086,4.123,58.53,4.928,7.535,45.69,-0.1431,56.36,11.69,45.41,74.31,496.8,293074946
Palestine,PSE,Asia,2020,2819.0,0.4986,72.53,90.04,51.41,1.161,4.104,57.36,5.321,7.366,50.76,0.236,56.79,13.19,44.58,72.23,505.1,301466274
Palestine,PSE,Asia,2021,2890.2,0.5058,72.56,90.92,53.77,1.212,4.04,56.14,5.286,7.891,46.81,0.0679,58.11,10.99,44.68,72.9,493.9,309728839
Palestine,PSE,Asia,2022,2853.7,0.5141,72.84,93.25,59.42,0.962,4.05,53.64,5.948,7.992,48.43,0.1896,58.71,11.15,47.75,73.8,448.5,318697437
Palestine,PSE,Asia,2023,2902.8,0.5151,73.44,91.83,62.23,1.263,3.927,54.36,5.139,7.562,48.42,0.3036,57.49,11.88,48.02,75.34,463.1,328033361
